question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_best_quadrant,trace_contamination_quadrant,trace_usable_holes,trace_crack_orientation,trace_dominant_ice,trace_fiducial_count
raw_q_24448b572d0245,raw_grid_00394,images/raw_grid_00394.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,lower_left,13,none,medium,3
raw_q_b155d50c9e6fc6,raw_grid_00394,images/raw_grid_00394.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,clear,square,standard,lower_left,lower_left,13,none,medium,3
raw_q_fd7e480580a662,raw_grid_00395,images/raw_grid_00395.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,low_dose,offset,standard,lower_left,upper_left,11,diagonal,medium,1
raw_q_d0f7be9e530297,raw_grid_00395,images/raw_grid_00395.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,hard,low_dose,offset,standard,lower_left,upper_left,11,diagonal,medium,1
raw_q_b556713ab4e0a5,raw_grid_00395,images/raw_grid_00395.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,offset,standard,lower_left,upper_left,11,diagonal,medium,1
raw_q_7573ef74af7776,raw_grid_00396,images/raw_grid_00396.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,frosty,square,carbon_shadow,lower_right,lower_left,15,vertical,medium,0
raw_q_59212257543d52,raw_grid_00396,images/raw_grid_00396.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,easy,frosty,square,carbon_shadow,lower_right,lower_left,15,vertical,medium,0
raw_q_0d7bececd8a02e,raw_grid_00396,images/raw_grid_00396.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,frosty,square,carbon_shadow,lower_right,lower_left,15,vertical,medium,0
raw_q_27f10ccecc2a9e,raw_grid_00397,images/raw_grid_00397.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,square,carbon_shadow,lower_left,upper_right,12,horizontal,thin,0
raw_q_99a46c25803f98,raw_grid_00397,images/raw_grid_00397.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,low_dose,square,carbon_shadow,lower_left,upper_right,12,horizontal,thin,0
raw_q_861034e6cca024,raw_grid_00397,images/raw_grid_00397.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,low_dose,square,carbon_shadow,lower_left,upper_right,12,horizontal,thin,0
raw_q_4f84dad5b40e96,raw_grid_00398,images/raw_grid_00398.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,medium,low_dose,compressed,standard,lower_right,upper_right,12,vertical,thin,3
raw_q_e2381994bc1942,raw_grid_00398,images/raw_grid_00398.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,low_dose,compressed,standard,lower_right,upper_right,12,vertical,thin,3
raw_q_d9537ce5bc251a,raw_grid_00398,images/raw_grid_00398.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,low_dose,compressed,standard,lower_right,upper_right,12,vertical,thin,3
raw_q_86ad57f292b8a3,raw_grid_00399,images/raw_grid_00399.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,hard,crowded,square,standard,upper_left,upper_right,9,none,mixed,2
raw_q_bf549bfe9594f6,raw_grid_00399,images/raw_grid_00399.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,hard,crowded,square,standard,upper_left,upper_right,9,none,mixed,2
raw_q_4e841ce4c55817,raw_grid_00399,images/raw_grid_00399.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,hard,crowded,square,standard,upper_left,upper_right,9,none,mixed,2
raw_q_7bb324cec53e90,raw_grid_00400,images/raw_grid_00400.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,crowded,offset,standard,lower_left,lower_right,12,none,thin,0
raw_q_ec45464d8fcbe6,raw_grid_00400,images/raw_grid_00400.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,crowded,offset,standard,lower_left,lower_right,12,none,thin,0
raw_q_df53fcc6099854,raw_grid_00400,images/raw_grid_00400.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,hard,crowded,offset,standard,lower_left,lower_right,12,none,thin,0
raw_q_dbd05298f18c09,raw_grid_00401,images/raw_grid_00401.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,easy,clear,square,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_d48c81f41b01a8,raw_grid_00401,images/raw_grid_00401.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,easy,clear,square,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_a93bf054d463bc,raw_grid_00401,images/raw_grid_00401.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,clear,square,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_58dad0ef07cee0,raw_grid_00402,images/raw_grid_00402.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,frosty,square,carbon_shadow,lower_right,upper_right,10,none,mixed,2
raw_q_0483287eb69942,raw_grid_00402,images/raw_grid_00402.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,hard,frosty,square,carbon_shadow,lower_right,upper_right,10,none,mixed,2
raw_q_acb32580008973,raw_grid_00402,images/raw_grid_00402.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,hard,frosty,square,carbon_shadow,lower_right,upper_right,10,none,mixed,2
raw_q_dc8676568fd36c,raw_grid_00403,images/raw_grid_00403.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,frosty,square,carbon_shadow,lower_left,upper_right,9,horizontal,medium,3
raw_q_1cb00529fce7b6,raw_grid_00403,images/raw_grid_00403.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,frosty,square,carbon_shadow,lower_left,upper_right,9,horizontal,medium,3
raw_q_21a6705c76d0d6,raw_grid_00403,images/raw_grid_00403.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,square,carbon_shadow,lower_left,upper_right,9,horizontal,medium,3
raw_q_86e93861df1427,raw_grid_00404,images/raw_grid_00404.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,crowded,square,ice_rings,lower_right,lower_left,14,none,thin,4
raw_q_20449c9d2e0124,raw_grid_00404,images/raw_grid_00404.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,crowded,square,ice_rings,lower_right,lower_left,14,none,thin,4
raw_q_bd17435f0fba4e,raw_grid_00404,images/raw_grid_00404.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,hard,crowded,square,ice_rings,lower_right,lower_left,14,none,thin,4
raw_q_c56ef2d941d036,raw_grid_00405,images/raw_grid_00405.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,hard,low_dose,compressed,standard,lower_left,lower_right,9,horizontal,thin,2
raw_q_5af6888a2b3d5d,raw_grid_00405,images/raw_grid_00405.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,hard,low_dose,compressed,standard,lower_left,lower_right,9,horizontal,thin,2
raw_q_e086f9f67d9c0c,raw_grid_00405,images/raw_grid_00405.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,hard,low_dose,compressed,standard,lower_left,lower_right,9,horizontal,thin,2
raw_q_bd88e871544440,raw_grid_00406,images/raw_grid_00406.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,easy,clear,square,standard,lower_left,upper_right,0,diagonal,thick,1
raw_q_f81aa2e3343cdd,raw_grid_00406,images/raw_grid_00406.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,A,easy,clear,square,standard,lower_left,upper_right,0,diagonal,thick,1
raw_q_e586c386de7e8e,raw_grid_00406,images/raw_grid_00406.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,easy,clear,square,standard,lower_left,upper_right,0,diagonal,thick,1
raw_q_9e3dc3f5896a62,raw_grid_00407,images/raw_grid_00407.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,offset,carbon_shadow,lower_right,lower_left,12,none,thin,1
raw_q_d7be9823b80294,raw_grid_00407,images/raw_grid_00407.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,offset,carbon_shadow,lower_right,lower_left,12,none,thin,1
raw_q_948c3a26d56eda,raw_grid_00407,images/raw_grid_00407.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,clear,offset,carbon_shadow,lower_right,lower_left,12,none,thin,1
raw_q_bdd0a44ef4ce02,raw_grid_00408,images/raw_grid_00408.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,C,easy,clear,square,beam_gradient,upper_left,lower_right,13,vertical,medium,0
raw_q_1cdd404eaadd9f,raw_grid_00408,images/raw_grid_00408.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,easy,clear,square,beam_gradient,upper_left,lower_right,13,vertical,medium,0
raw_q_b34568dafb1b6c,raw_grid_00408,images/raw_grid_00408.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,beam_gradient,upper_left,lower_right,13,vertical,medium,0
raw_q_31e4512c1bd27a,raw_grid_00409,images/raw_grid_00409.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,square,ice_rings,lower_right,upper_left,12,diagonal,thin,3
raw_q_a6cbaaa21c2178,raw_grid_00409,images/raw_grid_00409.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,D,medium,clear,square,ice_rings,lower_right,upper_left,12,diagonal,thin,3
raw_q_399ffd4b36c5c7,raw_grid_00409,images/raw_grid_00409.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,square,ice_rings,lower_right,upper_left,12,diagonal,thin,3
raw_q_7e89afe04de4dc,raw_grid_00410,images/raw_grid_00410.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,frosty,compressed,standard,lower_right,lower_left,9,horizontal,mixed,1
raw_q_b64d3e01e33694,raw_grid_00410,images/raw_grid_00410.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,compressed,standard,lower_right,lower_left,9,horizontal,mixed,1
raw_q_4e938c8d1b5faf,raw_grid_00410,images/raw_grid_00410.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,frosty,compressed,standard,lower_right,lower_left,9,horizontal,mixed,1
raw_q_9cafa9986872ae,raw_grid_00411,images/raw_grid_00411.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,square,carbon_shadow,lower_left,upper_right,10,horizontal,medium,0
raw_q_ab589d2090d432,raw_grid_00411,images/raw_grid_00411.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,medium,frosty,square,carbon_shadow,lower_left,upper_right,10,horizontal,medium,0
raw_q_f4a77ff88cae3e,raw_grid_00411,images/raw_grid_00411.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,frosty,square,carbon_shadow,lower_left,upper_right,10,horizontal,medium,0
raw_q_5f850e8970d36c,raw_grid_00412,images/raw_grid_00412.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,A,easy,clear,offset,beam_gradient,lower_left,upper_right,0,none,thick,1
raw_q_2f79ea6ae7feb9,raw_grid_00412,images/raw_grid_00412.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,easy,clear,offset,beam_gradient,lower_left,upper_right,0,none,thick,1
raw_q_29541fceeb21a0,raw_grid_00412,images/raw_grid_00412.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,easy,clear,offset,beam_gradient,lower_left,upper_right,0,none,thick,1
raw_q_2c00e6aed0c866,raw_grid_00413,images/raw_grid_00413.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,B,hard,crowded,square,beam_gradient,upper_right,lower_left,10,diagonal,thin,4
raw_q_e140c9ae15c28b,raw_grid_00413,images/raw_grid_00413.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,crowded,square,beam_gradient,upper_right,lower_left,10,diagonal,thin,4
raw_q_3e789fdad0c117,raw_grid_00413,images/raw_grid_00413.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,crowded,square,beam_gradient,upper_right,lower_left,10,diagonal,thin,4
raw_q_c743bcfcac6cd1,raw_grid_00414,images/raw_grid_00414.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,frosty,compressed,standard,lower_left,lower_right,0,horizontal,thick,2
raw_q_9875958c5bf0e5,raw_grid_00414,images/raw_grid_00414.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,compressed,standard,lower_left,lower_right,0,horizontal,thick,2
raw_q_3b4e0483d3aaf2,raw_grid_00414,images/raw_grid_00414.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,frosty,compressed,standard,lower_left,lower_right,0,horizontal,thick,2
raw_q_0cf61eca7a1526,raw_grid_00415,images/raw_grid_00415.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,frosty,square,standard,lower_left,upper_right,0,none,thick,1
raw_q_817fc74a778169,raw_grid_00415,images/raw_grid_00415.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,frosty,square,standard,lower_left,upper_right,0,none,thick,1
raw_q_0c8fd058dd10fa,raw_grid_00415,images/raw_grid_00415.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,square,standard,lower_left,upper_right,0,none,thick,1
raw_q_7c7ff0eafaf822,raw_grid_00416,images/raw_grid_00416.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,clear,compressed,standard,lower_left,upper_left,15,none,thin,3
raw_q_1c0b0716a0e2a2,raw_grid_00416,images/raw_grid_00416.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,compressed,standard,lower_left,upper_left,15,none,thin,3
raw_q_02f04a1dc3e86b,raw_grid_00416,images/raw_grid_00416.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,easy,clear,compressed,standard,lower_left,upper_left,15,none,thin,3
raw_q_cc2c1d4e2658ca,raw_grid_00417,images/raw_grid_00417.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,compressed,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_52d3aba49102bc,raw_grid_00417,images/raw_grid_00417.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,frosty,compressed,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_0b5c195aa4bde0,raw_grid_00417,images/raw_grid_00417.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,B,medium,frosty,compressed,standard,lower_left,lower_left,0,vertical,thick,1
raw_q_ed8062ede012cd,raw_grid_00418,images/raw_grid_00418.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,easy,clear,square,standard,lower_left,upper_left,13,vertical,medium,1
raw_q_22e17343908fc1,raw_grid_00418,images/raw_grid_00418.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,easy,clear,square,standard,lower_left,upper_left,13,vertical,medium,1
raw_q_17d7aa1ee18a9f,raw_grid_00418,images/raw_grid_00418.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,square,standard,lower_left,upper_left,13,vertical,medium,1
raw_q_6adb0e10a36f6f,raw_grid_00419,images/raw_grid_00419.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,clear,compressed,standard,lower_right,lower_left,11,horizontal,medium,2
raw_q_f461271b8648a1,raw_grid_00419,images/raw_grid_00419.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,clear,compressed,standard,lower_right,lower_left,11,horizontal,medium,2
raw_q_67f1b28fa13843,raw_grid_00419,images/raw_grid_00419.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,clear,compressed,standard,lower_right,lower_left,11,horizontal,medium,2
raw_q_36645f38ce0ca0,raw_grid_00420,images/raw_grid_00420.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,frosty,offset,carbon_shadow,lower_left,upper_right,13,none,thin,3
raw_q_0b3b738d46dc01,raw_grid_00420,images/raw_grid_00420.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,medium,frosty,offset,carbon_shadow,lower_left,upper_right,13,none,thin,3
raw_q_f55bfc6b15fe9a,raw_grid_00420,images/raw_grid_00420.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,frosty,offset,carbon_shadow,lower_left,upper_right,13,none,thin,3
raw_q_c7e95f08010a68,raw_grid_00421,images/raw_grid_00421.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,4
raw_q_03d639b9e8ea0b,raw_grid_00421,images/raw_grid_00421.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,4
raw_q_34b2f6b608c6dd,raw_grid_00421,images/raw_grid_00421.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,crowded,offset,standard,lower_left,upper_left,0,none,thick,4
raw_q_83bba4784f7ef6,raw_grid_00422,images/raw_grid_00422.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,hard,low_dose,compressed,beam_gradient,upper_left,lower_left,13,diagonal,thin,2
raw_q_695c9975b3324d,raw_grid_00422,images/raw_grid_00422.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,hard,low_dose,compressed,beam_gradient,upper_left,lower_left,13,diagonal,thin,2
raw_q_4348aee3aee430,raw_grid_00422,images/raw_grid_00422.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,hard,low_dose,compressed,beam_gradient,upper_left,lower_left,13,diagonal,thin,2
raw_q_94b2f61be32832,raw_grid_00423,images/raw_grid_00423.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,clear,square,standard,lower_right,lower_left,9,diagonal,mixed,1
raw_q_43ade829533a47,raw_grid_00423,images/raw_grid_00423.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,medium,clear,square,standard,lower_right,lower_left,9,diagonal,mixed,1
raw_q_6b3f0fe890b07e,raw_grid_00423,images/raw_grid_00423.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,square,standard,lower_right,lower_left,9,diagonal,mixed,1
raw_q_78694ddf8a1ad6,raw_grid_00424,images/raw_grid_00424.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,clear,square,beam_gradient,lower_left,upper_left,0,diagonal,thick,3
raw_q_d5b42ec7d7d2c5,raw_grid_00424,images/raw_grid_00424.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,medium,clear,square,beam_gradient,lower_left,upper_left,0,diagonal,thick,3
raw_q_a59321742ca7d3,raw_grid_00424,images/raw_grid_00424.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,clear,square,beam_gradient,lower_left,upper_left,0,diagonal,thick,3
raw_q_42bf2fee84ce30,raw_grid_00425,images/raw_grid_00425.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,clear,compressed,standard,lower_right,lower_left,14,vertical,thin,0
raw_q_77915920eb9869,raw_grid_00425,images/raw_grid_00425.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,A,easy,clear,compressed,standard,lower_right,lower_left,14,vertical,thin,0
raw_q_7882d7b2c8003e,raw_grid_00425,images/raw_grid_00425.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,compressed,standard,lower_right,lower_left,14,vertical,thin,0
raw_q_fd0a862166a769,raw_grid_00426,images/raw_grid_00426.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,A,hard,frosty,offset,carbon_shadow,upper_left,lower_left,11,none,medium,2
raw_q_5f59d3a429626f,raw_grid_00426,images/raw_grid_00426.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,hard,frosty,offset,carbon_shadow,upper_left,lower_left,11,none,medium,2
raw_q_bedc130a7499b8,raw_grid_00426,images/raw_grid_00426.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,A,hard,frosty,offset,carbon_shadow,upper_left,lower_left,11,none,medium,2
raw_q_63d5d7b6b31251,raw_grid_00427,images/raw_grid_00427.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,D,medium,clear,compressed,standard,lower_left,lower_right,0,none,thick,1
raw_q_561cebf5f2eb58,raw_grid_00427,images/raw_grid_00427.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,clear,compressed,standard,lower_left,lower_right,0,none,thick,1
raw_q_7c244f2d05b84c,raw_grid_00427,images/raw_grid_00427.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,clear,compressed,standard,lower_left,lower_right,0,none,thick,1
raw_q_c531995fdd961f,raw_grid_00428,images/raw_grid_00428.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,frosty,square,ice_rings,lower_left,upper_left,7,horizontal,mixed,2
raw_q_655b8d119b3a70,raw_grid_00428,images/raw_grid_00428.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,A,medium,frosty,square,ice_rings,lower_left,upper_left,7,horizontal,mixed,2
raw_q_cad778ea57ed47,raw_grid_00428,images/raw_grid_00428.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,C,medium,frosty,square,ice_rings,lower_left,upper_left,7,horizontal,mixed,2
raw_q_50219fb1cfda98,raw_grid_00429,images/raw_grid_00429.png,crack_orientation,What is the dominant crack orientation?,no dominant crack,horizontal,vertical,diagonal,B,medium,clear,offset,standard,lower_right,upper_right,11,horizontal,medium,3
raw_q_cb06b6631fa223,raw_grid_00429,images/raw_grid_00429.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,B,medium,clear,offset,standard,lower_right,upper_right,11,horizontal,medium,3
raw_q_f7821b7572c43a,raw_grid_00429,images/raw_grid_00429.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,D,medium,clear,offset,standard,lower_right,upper_right,11,horizontal,medium,3
raw_q_12c611b5886fce,raw_grid_00430,images/raw_grid_00430.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,medium,crowded,square,standard,lower_left,lower_left,0,horizontal,thick,0
raw_q_9fd178faaec472,raw_grid_00430,images/raw_grid_00430.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,C,medium,crowded,square,standard,lower_left,lower_left,0,horizontal,thick,0
raw_q_8494a12474b41e,raw_grid_00430,images/raw_grid_00430.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,medium,crowded,square,standard,lower_left,lower_left,0,horizontal,thick,0
raw_q_46dfa2ba3969cb,raw_grid_00431,images/raw_grid_00431.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,A,easy,clear,compressed,ice_rings,lower_left,lower_left,15,vertical,thin,4
raw_q_a4497630a114ed,raw_grid_00431,images/raw_grid_00431.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,D,easy,clear,compressed,ice_rings,lower_left,lower_left,15,vertical,thin,4
raw_q_f47613dfb4947d,raw_grid_00431,images/raw_grid_00431.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,easy,clear,compressed,ice_rings,lower_left,lower_left,15,vertical,thin,4
raw_q_da0eae057a474f,raw_grid_00432,images/raw_grid_00432.png,usable_hole_count,How many usable holes are visible in the grid square?,0-3,4-6,7-9,10 or more,C,medium,low_dose,offset,standard,lower_left,upper_right,7,none,mixed,3
raw_q_fcb4bff72ef1f1,raw_grid_00432,images/raw_grid_00432.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,B,medium,low_dose,offset,standard,lower_left,upper_right,7,none,mixed,3
raw_q_f8cf86f605413f,raw_grid_00432,images/raw_grid_00432.png,ice_thickness,What is the dominant ice thickness condition?,thin,medium,thick,mixed,D,medium,low_dose,offset,standard,lower_left,upper_right,7,none,mixed,3
raw_q_a44ef18d0fb110,raw_grid_00433,images/raw_grid_00433.png,best_quadrant,Which quadrant contains the most usable thin-or-medium ice holes?,upper left,upper right,lower left,lower right,C,easy,clear,compressed,standard,lower_left,lower_left,16,diagonal,medium,4
raw_q_cc0c92d821d193,raw_grid_00433,images/raw_grid_00433.png,contamination_quadrant,Which quadrant contains the strongest contamination cluster?,upper left,upper right,lower left,lower right,C,easy,clear,compressed,standard,lower_left,lower_left,16,diagonal,medium,4
raw_q_9b4c71d20522ff,raw_grid_00433,images/raw_grid_00433.png,fiducial_count,How many bright gold fiducial beads are visible?,0,1,2,3 or more,D,easy,clear,compressed,standard,lower_left,lower_left,16,diagonal,medium,4
